[COT 2024-02-20 19:43:42] 76561199407766611: Entered the Free Camera
[COT 2024-02-20 19:43:47] 76561199407766611: Left the Free Camera
[COT 2024-02-20 19:44:02] 76561199407766611: Spawned Entity MMG Equipment Locker Rusty Kit (mmg_equipment_locker_grey_kit<fa3585e0>, 100, 1000, 0) at <2399.537598, 56.439972, 3484.353516>
[COT 2024-02-20 19:45:45] 76561199407766611: Spawned Entity Trijicon ACOG (ACOGOptic<a2ea09d0>, 100, 50, 0) at <2398.829590, 57.019478, 3484.985352>
[COT 2024-02-20 19:45:45] 76561199407766611: Spawned Entity Trijicon ACOG (ACOGOptic<a2e9b560>, 100, 50, 0) at <2398.827637, 57.046043, 3484.993408>
[COT 2024-02-20 19:45:45] 76561199407766611: Spawned Entity Trijicon ACOG (ACOGOptic<7e79ae50>, 100, 50, 0) at <2398.824951, 57.072609, 3485.002441>
[COT 2024-02-20 19:45:45] 76561199407766611: Spawned Entity Trijicon ACOG (ACOGOptic<7e7adbe0>, 100, 50, 0) at <2398.822510, 57.099174, 3485.011719>
[COT 2024-02-20 19:45:45] 76561199407766611: Spawned Entity Trijicon ACOG (ACOGOptic<7e7a8770>, 100, 50, 0) at <2398.820068, 57.125740, 3485.020996>
[COT 2024-02-20 19:45:45] 76561199407766611: Spawned Entity Trijicon ACOG (ACOGOptic<9adab980>, 100, 50, 0) at <2398.817627, 57.152306, 3485.030762>
[COT 2024-02-20 19:46:20] 76561199407766611: Spawned Entity PSG1 (308Win) (SVD_Base<93dbdc90>, 100, 250, 0) at <2398.919189, 56.439999, 3485.305664>
[COT 2024-02-20 19:46:23] 76561199407766611: Spawned Entity PSG1_mag_5Rnd (Mag_CZ527_5rnd<999a6640>, 5, 100, 0) at <2398.914551, 56.491119, 3485.318848>
[COT 2024-02-20 19:46:23] 76561199407766611: Spawned Entity PSG1_mag_5Rnd (Mag_CZ527_5rnd<fd5a9df0>, 5, 100, 0) at <2398.902100, 56.560028, 3485.332764>
[COT 2024-02-20 19:46:29] 76561199407766611: Spawned Entity Hunting Scope (HuntingOptic<99b15d00>, 5, 50, 0) at <2398.890381, 56.624760, 3485.350586>
[COT 2024-02-20 19:47:08] 76561199407766611: Spawned Entity Doc's Royalfoil Suppressor (ItemSuppressor<fbeea070>, 100, 1800, 0) at <2399.198730, 56.439999, 3484.661865>
[COT 2024-02-20 19:47:09] 76561199407766611: Spawned Entity Doc's Oilfoil Suppressor (ItemSuppressor<fbeeb790>, 100, 1800, 0) at <2399.186768, 56.464451, 3484.676514>
[COT 2024-02-20 19:47:09] 76561199407766611: Spawned Entity Doc's Crushedfoil Suppressor (ItemSuppressor<fbeefcf0>, 100, 1800, 0) at <2399.174805, 56.504330, 3484.700684>
[COT 2024-02-20 19:47:10] 76561199407766611: Spawned Entity Doc's Dark Blue Suppressor (ItemSuppressor<fbeeceb0>, 100, 1800, 0) at <2399.165527, 56.541500, 3484.716797>
[COT 2024-02-20 19:47:10] 76561199407766611: Spawned Entity Doc's Purple Suppressor (ItemSuppressor<fbeeda40>, 100, 1800, 0) at <2399.157715, 56.581383, 3484.736084>
[COT 2024-02-20 19:47:35] 76561199407766611: Spawned Entity Ash12 Schalldämpfer (TWP_Ash12_Suppressor<fbf26bb0>, 100, 100, 0) at <2399.204346, 56.440002, 3484.662354>
[COT 2024-02-20 19:47:51] 76561199407766611: Spawned Entity Standardized Suppressor (M4_Suppressor<fbf26020>, 100, 12, 0) at <2399.385742, 56.611088, 3484.366211>
[COT 2024-02-20 19:47:52] 76561199407766611: Spawned Entity Normalized Suppressor (AK_Suppressor<a17b9620>, 100, 12, 0) at <2399.373291, 56.642937, 3484.385498>
[COT 2024-02-20 19:48:00] 76561199407766611: Spawned Entity Groza-4 Barrel Suppressor (Groza_Barrel_Suppressor<a1e355e0>, 100, 12, 0) at <2399.386475, 56.605045, 3484.366699>
[COT 2024-02-20 19:48:02] 76561199407766611: Spawned Entity Makarov PB6P9 Suppressor (MakarovPBSuppressor<a1e304f0>, 100, 15, 0) at <2399.385742, 56.609421, 3484.366211>
[COT 2024-02-20 19:48:04] 76561199407766611: Spawned Entity PistolSuppressor (PistolSuppressor<a1e3b260>, 100, 5, 0) at <2399.354492, 56.700413, 3484.415039>
[COT 2024-02-20 19:48:04] 76561199407766611: Spawned Entity G3A3_Schalldämpfer (M4_Suppressor<a1e3d510>, 100, 4, 0) at <2399.352051, 56.717693, 3484.423096>
[COT 2024-02-20 19:48:05] 76561199407766611: Spawned Entity PP19Bison_Suppressor (TWP_PP19Bison_Suppressor<a1e3e0a0>, 100, 4, 0) at <2399.333496, 56.780441, 3484.451904>
[COT 2024-02-20 19:48:06] 76561199407766611: Spawned Entity M200Old_Schalldämpfer (TWP_M200Old_Suppressor<a1e38420>, 100, 100, 0) at <2399.316895, 56.832355, 3484.482666>
[COT 2024-02-20 19:48:07] 76561199407766611: Spawned Entity BarrettM82 Schalldämpfer (TWP_BarrettM82_Suppressor<a1e3f7c0>, 100, 100, 0) at <2399.309326, 56.859810, 3484.496582>
[COT 2024-02-20 19:48:08] 76561199407766611: Spawned Entity Ash12 Schalldämpfer (TWP_Ash12_Suppressor<a1e38fb0>, 100, 100, 0) at <2399.300049, 56.894424, 3484.510010>
[COT 2024-02-20 19:48:08] 76561199407766611: Spawned Entity M4 Suppressor (M4_Suppressor<a1e41a70>, 100, 4, 0) at <2399.291504, 56.924038, 3484.523682>
[COT 2024-02-20 19:48:09] 76561199407766611: Spawned Entity AK Suppressor (AK_Suppressor<a1e48e10>, 100, 4, 0) at <2399.284668, 56.941933, 3484.536133>
[COT 2024-02-20 19:49:24] 76561199407766611: Spawned Entity $Doc's Galaxy Suppressor (ItemSuppressor<95dadf90>, 100, 1800, 0) at <2399.080566, 56.439999, 3484.975830>
[COT 2024-02-20 19:49:51] 76561199407766611: Spawned Entity Doc's Black M4 Carstock (DOC_M4CARSTOCK_BLACK<95db3c10>, 100, 200, 0) at <2399.074951, 56.479881, 3484.998047>
[COT 2024-02-20 19:49:57] 76561199407766611: Spawned Entity Doc's Black M4 RIS Handguard (DOC_M4RIS_BLACK<95dcd0c0>, 100, 250, 0) at <2399.052246, 56.565418, 3485.024902>
[COT 2024-02-20 19:50:14] 76561199407766611: Spawned Entity Doc's Black M4 (DOC_M4_BLACK<87fb0160>, 100, 1200, 0) at <2399.031006, 56.628983, 3485.040283>
[COT 2024-02-20 19:50:20] 76561199407766611: Spawned Entity Doc's Black Stanag69 (DOC_STANAG69_BLACK<8e9715e0>, 69, 200, 0) at <2399.009766, 56.709949, 3485.074463>
[COT 2024-02-20 19:50:20] 76561199407766611: Spawned Entity Doc's Black Stanag69 (DOC_STANAG69_BLACK<8e979510>, 69, 200, 0) at <2398.985596, 56.796730, 3485.106201>
[COT 2024-02-20 19:52:16] 76561199407766611: Spawned Entity Doc's White M4 Carstock (DOC_M4CARSTOCK_WHITE<ff280500>, 100, 200, 0) at <2407.908691, 56.440033, 3493.561768>
[COT 2024-02-20 19:52:18] 76561199407766611: Spawned Entity Doc's Green M4 Carstock (DOC_M4CARSTOCK_GREEN<ff27ede0>, 100, 200, 0) at <2407.874512, 56.494293, 3493.486572>
[COT 2024-02-20 19:52:26] 76561199407766611: Spawned Entity Doc's Purple M4 Carstock (DOC_M4CARSTOCK_PURPLE<ff288430>, 100, 200, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:52:27] 76561199407766611: Spawned Entity Doc's Oilfoil M4 Carstock (DOC_M4CARSTOCK_OILFOIL<ff2948c0>, 100, 200, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:52:29] 76561199407766611: Spawned Entity Doc's Crushedfoil M4 Carstock (DOC_M4CARSTOCK_CRUSHEDFOIL<ff297700>, 100, 200, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:52:32] 76561199407766611: Spawned Entity Doc's Royalfoil M4 Carstock (DOC_M4CARSTOCK_ROYALFOIL<ff298290>, 100, 200, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:52:39] 76561199407766611: Spawned Entity Doc's Blue M4 Carstock (DOC_M4CARSTOCK_BLUE<ff29f630>, 100, 200, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:52:41] 76561199407766611: Spawned Entity Doc's Oilfoil M4 RIS Handguard (DOC_M4RIS_OILFOIL<ff2999b0>, 100, 250, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:52:42] 76561199407766611: Spawned Entity Doc's Red M4 RIS Handguard (DOC_M4RIS_RED<ff2a0d50>, 100, 250, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:52:44] 76561199407766611: Spawned Entity Doc's Light Blue M4 RIS Handguard (DOC_M4RIS_LIGHTBLUE<ff29b0d0>, 100, 250, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:52:45] 76561199407766611: Spawned Entity Doc's Blue M4 RIS Handguard (DOC_M4RIS_BLUE<9cde45d0>, 100, 250, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:52:50] 76561199407766611: Spawned Entity Doc's Galaxy M4 RIS Handguard (DOC_M4RIS_GALAXY<99e14900>, 100, 250, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:53:04] 76561199407766611: Spawned Entity Doc's Glock - Black/FDE (DOC_GLOCK_BLKFDE<87fd8170>, 100, 2800, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:53:07] 76561199407766611: Spawned Entity Doc's Glock - Grey/Black  (DOC_GLOCK_GRYBLK<87fd8e80>, 100, 2800, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:53:09] 76561199407766611: Spawned Entity Doc's Glock - Grey/Black  (DOC_GLOCK_GRYBLK<d5943cf0>, 100, 2800, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:53:12] 76561199407766611: Spawned Entity Doc's Glock - Tan/Green (DOC_GLOCK_TANGRN<d5946420>, 100, 2800, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:53:14] 76561199407766611: Spawned Entity Doc's Glock - Turquoise/Grey (DOC_GLOCK_TRQGRY<d5947130>, 100, 2800, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:53:19] 76561199407766611: Spawned Entity Doc's Glock - Black/FDE (DOC_GLOCK_BLKFDE<d5944a00>, 100, 2800, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:53:27] 76561199407766611: Spawned Entity Doc's White M4 (DOC_M4_WHITE<d593ad40>, 100, 1200, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:53:30] 76561199407766611: Spawned Entity Doc's Red M4 (DOC_M4_RED<d593c760>, 100, 1200, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:53:31] 76561199407766611: Spawned Entity Doc's Light Blue M4 (DOC_M4_LIGHTBLUE<8ee608e0>, 100, 1200, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:53:32] 76561199407766611: Spawned Entity Doc's Yellow M4 (DOC_M4_YELLOW<8ee5ba80>, 100, 1200, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:53:34] 76561199407766611: Spawned Entity Doc's Nightfoil M4 (DOC_M4_NIGHTFOIL<8ee5d4a0>, 100, 1200, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:53:38] 76561199407766611: Spawned Entity Doc's Oilfoil M4 (DOC_M4_OILFOIL<8ee69890>, 100, 1200, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:53:52] 76561199407766611: Spawned Entity Doc's Light Blue Stanag69 (DOC_STANAG69_LIGHTBLUE<7e726770>, 69, 200, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:53:52] 76561199407766611: Spawned Entity Doc's Light Blue Stanag69 (DOC_STANAG69_LIGHTBLUE<7e723930>, 69, 200, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:53:54] 76561199407766611: Spawned Entity Doc's Purple Stanag69 (DOC_STANAG69_PURPLE<7e727e90>, 69, 200, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:53:54] 76561199407766611: Spawned Entity Doc's Purple Stanag69 (DOC_STANAG69_PURPLE<7e72a140>, 69, 200, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:53:55] 76561199407766611: Spawned Entity Doc's Red Stanag69 (DOC_STANAG69_RED<7e72acd0>, 69, 200, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:53:55] 76561199407766611: Spawned Entity Doc's Red Stanag69 (DOC_STANAG69_RED<7e6f3e10>, 69, 200, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:53:57] 76561199407766611: Spawned Entity Doc's Crushedfoil Stanag69 (DOC_STANAG69_CRUSHEDFOIL<7e6f60c0>, 69, 200, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:53:57] 76561199407766611: Spawned Entity Doc's Crushedfoil Stanag69 (DOC_STANAG69_CRUSHEDFOIL<7e6ef8b0>, 69, 200, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:54:00] 76561199407766611: Spawned Entity Doc's Pink Stanag69 (DOC_STANAG69_PINK<7e6f77e0>, 69, 200, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:54:00] 76561199407766611: Spawned Entity Doc's Pink Stanag69 (DOC_STANAG69_PINK<7e6f0fd0>, 69, 200, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:54:01] 76561199407766611: Spawned Entity Doc's White Stanag69 (DOC_STANAG69_WHITE<7e6f8370>, 69, 200, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:54:01] 76561199407766611: Spawned Entity Doc's White Stanag69 (DOC_STANAG69_WHITE<7e6f1b60>, 69, 200, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:54:21] 76561199407766611: Spawned Entity Doc's Black Pistol Suppressor (ItemSuppressor<7e7002a0>, 69, 1800, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:54:21] 76561199407766611: Spawned Entity Doc's Black Pistol Suppressor (ItemSuppressor<7e70a480>, 69, 1800, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:54:23] 76561199407766611: Spawned Entity Doc's Turquoise Pistol Suppressor (ItemSuppressor<7e719750>, 69, 1800, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:54:26] 76561199407766611: Spawned Entity Doc's FDE Pistol Suppressor (ItemSuppressor<7e716910>, 69, 1800, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:54:26] 76561199407766611: Spawned Entity Doc's FDE Pistol Suppressor (ItemSuppressor<9fa38870>, 69, 1800, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:54:29] 76561199407766611: Spawned Entity Blue's Pistol Suppressor (ItemSuppressor<9fa39400>, 69, 1800, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:54:30] 76561199407766611: Spawned Entity Bunker's Pistol Suppressor (ItemSuppressor<9fa32bf0>, 69, 1800, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:54:32] 76561199407766611: Spawned Entity Bocchi the Suppressor (ItemSuppressor<9fa33780>, 69, 1800, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:54:47] 76561199407766611: Spawned Entity Dragonblade (DOC_DRAGON_KNIFE<9fa5ed40>, 69, 150, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:54:53] 76561199407766611: Spawned Entity Blade of The Daywalker (DOC_DAYWALKERS_SWORD<9fa5bf00>, 69, 600, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:54:55] 76561199407766611: Spawned Entity Initiates Blade Of The Withering Flesh (DOC_SWORD_BASE_MEDIEVAL<9fa62710>, 69, 600, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:54:56] 76561199407766611: Spawned Entity Initiates Blade Of The Withering Flesh (DOC_SWORD_BASE_MEDIEVAL<9fa65550>, 69, 600, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:55:03] 76561199407766611: Spawned Entity Karambit Carbon (DOC_COMBATKNIFE_BASE<a3468a40>, 69, 150, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:55:04] 76561199407766611: Spawned Entity Karambit - Green (DOC_COMBATKNIFE_BASE<a347b6e0>, 69, 150, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:57:22] 76561199407766611: Spawned Entity Doc's Green Suppressor (ItemSuppressor<85a240>, 100, 1800, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:57:28] 76561199407766611: Spawned Entity 15rd Mlock-91 Mag (Mag_Glock_15Rnd<85b960>, 15, 100, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:57:28] 76561199407766611: Spawned Entity 15rd Mlock-91 Mag (Mag_Glock_15Rnd<86b7c0>, 15, 100, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:57:28] 76561199407766611: Spawned Entity 15rd Mlock-91 Mag (Mag_Glock_15Rnd<86c350>, 15, 100, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:57:28] 76561199407766611: Spawned Entity 15rd Mlock-91 Mag (Mag_Glock_15Rnd<86cee0>, 15, 100, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:57:29] 76561199407766611: Spawned Entity 15rd Mlock-91 Mag (Mag_Glock_15Rnd<867df0>, 15, 100, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:57:29] 76561199407766611: Spawned Entity 15rd Mlock-91 Mag (Mag_Glock_15Rnd<86fd20>, 15, 100, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:57:30] 76561199407766611: Spawned Entity 15rd Mlock-91 Mag (Mag_Glock_15Rnd<8708b0>, 15, 100, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:57:30] 76561199407766611: Spawned Entity 15rd Mlock-91 Mag (Mag_Glock_15Rnd<871fd0>, 15, 100, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:57:30] 76561199407766611: Spawned Entity 15rd Mlock-91 Mag (Mag_Glock_15Rnd<872b60>, 15, 100, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:57:30] 76561199407766611: Spawned Entity 15rd Mlock-91 Mag (Mag_Glock_15Rnd<8736f0>, 15, 100, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:57:31] 76561199407766611: Spawned Entity 15rd Mlock-91 Mag (Mag_Glock_15Rnd<874280>, 15, 100, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 19:57:31] 76561199407766611: Spawned Entity 15rd Mlock-91 Mag (Mag_Glock_15Rnd<86da70>, 15, 100, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:29] 76561199407766611: Spawned Entity Heat Pack (Heatpack<feb4dfe0>, 100, 30, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:29] 76561199407766611: Spawned Entity Heat Pack (Heatpack<feb48ef0>, 100, 30, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:30] 76561199407766611: Spawned Entity Heat Pack (Heatpack<feb4eb70>, 100, 30, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:30] 76561199407766611: Spawned Entity Heat Pack (Heatpack<feb48360>, 100, 30, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:30] 76561199407766611: Spawned Entity Heat Pack (Heatpack<feb55f10>, 100, 30, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:31] 76561199407766611: Spawned Entity Heat Pack (Heatpack<feb57630>, 100, 30, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:31] 76561199407766611: Spawned Entity Heat Pack (Heatpack<feb56aa0>, 100, 30, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:31] 76561199407766611: Spawned Entity Heat Pack (Heatpack<feb53c60>, 100, 30, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:32] 76561199407766611: Spawned Entity Heat Pack (Heatpack<feb581c0>, 100, 30, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:32] 76561199407766611: Spawned Entity Heat Pack (Heatpack<feb598e0>, 100, 30, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:34] 76561199407766611: Spawned Entity Heat Pack (Heatpack<feb58d50>, 100, 30, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:34] 76561199407766611: Spawned Entity Heat Pack (Heatpack<feb547f0>, 100, 30, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:34] 76561199407766611: Spawned Entity Heat Pack (Heatpack<feb55380>, 100, 30, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:34] 76561199407766611: Spawned Entity Heat Pack (Heatpack<94200800>, 100, 30, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:35] 76561199407766611: Spawned Entity Heat Pack (Heatpack<941fb710>, 100, 30, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:36] 76561199407766611: Spawned Entity Heat Pack (Heatpack<941ffc70>, 100, 30, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:36] 76561199407766611: Spawned Entity Heat Pack (Heatpack<941fab80>, 100, 30, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:36] 76561199407766611: Spawned Entity Heat Pack (Heatpack<94208730>, 100, 30, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:36] 76561199407766611: Spawned Entity Heat Pack (Heatpack<942092c0>, 100, 30, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:36] 76561199407766611: Spawned Entity Heat Pack (Heatpack<94209e50>, 100, 30, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:37] 76561199407766611: Spawned Entity Heat Pack (Heatpack<94203640>, 100, 30, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:37] 76561199407766611: Spawned Entity Heat Pack (Heatpack<9420a9e0>, 100, 30, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:38] 76561199407766611: Spawned Entity Heat Pack (Heatpack<942041d0>, 100, 30, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:38] 76561199407766611: Spawned Entity Heat Pack (Heatpack<94204d60>, 100, 30, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:38] 76561199407766611: Spawned Entity Heat Pack (Heatpack<941d3b20>, 100, 30, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:51] 76561199407766611: Spawned Entity Large Gas Canister (LargeGasCanister<941d1870>, 20, 20, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:51] 76561199407766611: Spawned Entity Large Gas Canister (LargeGasCanister<941dba50>, 20, 20, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:52] 76561199407766611: Spawned Entity Large Gas Canister (LargeGasCanister<941da330>, 20, 20, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:52] 76561199407766611: Spawned Entity Large Gas Canister (LargeGasCanister<941e16d0>, 20, 20, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:52] 76561199407766611: Spawned Entity Large Gas Canister (LargeGasCanister<941de890>, 20, 20, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:52] 76561199407766611: Spawned Entity Large Gas Canister (LargeGasCanister<941dc5e0>, 20, 20, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:53] 76561199407766611: Spawned Entity Large Gas Canister (LargeGasCanister<941e7350>, 20, 20, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:53] 76561199407766611: Spawned Entity Large Gas Canister (LargeGasCanister<941f2c50>, 20, 20, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:53] 76561199407766611: Spawned Entity Large Gas Canister (LargeGasCanister<941ee6f0>, 20, 20, 0) at <2408.010986, 56.452496, 3493.371826>
[COT 2024-02-20 20:01:53] 76561199407766611: Spawned Entity Large Gas Canister (LargeGasCanister<941f4370>, 20, 20, 0) at <2408.010986, 56.452496, 3493.371826>
